Date,signal,Close
2023-05-30,SELL,29.74102020263672
2023-06-14,SELL,30.855571746826172
2023-11-16,SELL,31.091934204101562
2023-12-28,SELL,32.317989349365234
2024-01-26,SELL,33.0472526550293
2024-02-16,SELL,34.4237174987793
2024-03-11,SELL,37.249725341796875
2024-04-11,SELL,39.58849334716797
2024-06-17,SELL,43.85186767578125
2024-06-21,SELL,45.9470100402832
2024-07-09,SELL,48.15178298950195
2025-07-21,SELL,50.900001525878906
2025-08-14,SELL,53.150001525878906
2025-09-17,SELL,56.349998474121094
